instrumentName,lastTradeDate,expiryDate,strike,optionType,spotPrice,bid,ask,mid,volume,openInterest,DerebitIV
BTC-9JUN23-25750-C,2023-6-7,2023-6-9,25750.0,call,26342.82,0.009,0.0,0.0045,1.0,1.0,0.0
BTC-9JUN23-25750-P,2023-6-7,2023-6-9,25750.0,put,26342.82,0.0035,0.0045,0.004,26.1,16.0,49.465
BTC-9JUN23-26000-C,2023-5-18,2023-6-9,26000.0,call,26342.82,0.0035,0.0295,0.0165,52.3,668.7,43.185
BTC-9JUN23-26000-P,2023-5-18,2023-6-9,26000.0,put,26342.82,0.0055,0.0065,0.006,948.9,1844.7,46.67
BTC-9JUN23-26250-C,2023-6-7,2023-6-9,26250.0,call,26342.82,0.013,0.014,0.0135,2.1,2.1,43.635000000000005
BTC-9JUN23-26250-P,2023-6-7,2023-6-9,26250.0,put,26342.82,0.0085,0.0095,0.009000000000000001,3.4,2.8,44.22
BTC-9JUN23-26500-C,2023-5-18,2023-6-9,26500.0,call,26342.82,0.0085,0.009,0.00875,214.3,627.3,43.34
BTC-9JUN23-26500-P,2023-5-18,2023-6-9,26500.0,put,26342.82,0.013,0.014,0.0135,336.7,1001.1,43.17
BTC-9JUN23-26750-C,2023-6-7,2023-6-9,26750.0,call,26342.82,0.005,0.006,0.0055,14.0,13.8,43.95
BTC-9JUN23-26750-P,2023-6-7,2023-6-9,26750.0,put,26342.82,0.011,0.024,0.0175,1.0,1.0,31.16
BTC-9JUN23-27000-C,2023-5-18,2023-6-9,27000.0,call,26342.82,0.0035,0.004,0.00375,262.6,2016.0,47.155
BTC-9JUN23-27000-P,2023-5-18,2023-6-9,27000.0,put,26342.82,0.012,0.0325,0.02225,96.8,594.8,35.605
BTC-9JUN23-27250-C,2023-6-7,2023-6-9,27250.0,call,26342.82,0.002,0.003,0.0025,30.8,27.1,49.605000000000004
BTC-9JUN23-27250-P,2023-6-7,2023-6-9,27250.0,put,26342.82,0.0185,0.0,0.00925,0.0,0.0,0.0
BTC-9JUN23-27500-C,2023-5-18,2023-6-9,27500.0,call,26342.82,0.0015,0.002,0.00175,241.6,750.1,52.805
BTC-9JUN23-27500-P,2023-5-18,2023-6-9,27500.0,put,26342.82,0.032,0.0505,0.04125,2.3,318.0,44.865
BTC-9JUN23-28000-C,2023-5-18,2023-6-9,28000.0,call,26342.82,0.001,0.0015,0.00125,710.5,4510.1,63.214999999999996
BTC-9JUN23-28000-P,2023-5-18,2023-6-9,28000.0,put,26342.82,0.0555,0.069,0.06225,7.3,368.9,53.755
BTC-9JUN23-28500-C,2023-5-18,2023-6-9,28500.0,call,26342.82,0.0005,0.001,0.00075,312.7,1763.2,69.43
BTC-9JUN23-28500-P,2023-5-18,2023-6-9,28500.0,put,26342.82,0.0655,0.0,0.03275,0.0,23.8,0.0
BTC-9JUN23-29000-C,2023-5-18,2023-6-9,29000.0,call,26342.82,0.0,0.0005,0.00025,78.0,984.8,38.405
BTC-9JUN23-29000-P,2023-5-18,2023-6-9,29000.0,put,26342.82,0.0005,0.0,0.00025,0.0,10.8,0.0
BTC-9JUN23-29500-C,2023-5-18,2023-6-9,29500.0,call,26342.82,0.0,0.0005,0.00025,31.7,1059.5,44.08
BTC-9JUN23-29500-P,2023-5-18,2023-6-9,29500.0,put,26342.82,0.0,0.0,0.0,0.0,0.9,0.0
BTC-9JUN23-30000-C,2023-5-18,2023-6-9,30000.0,call,26342.82,0.0,0.0005,0.00025,29.3,1023.5,49.54
BTC-9JUN23-30000-P,2023-5-18,2023-6-9,30000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-9JUN23-31000-C,2023-5-18,2023-6-9,31000.0,call,26342.82,0.0,0.0005,0.00025,0.0,890.8,59.95
BTC-9JUN23-31000-P,2023-5-18,2023-6-9,31000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-32000-C,2023-5-18,2023-6-9,32000.0,call,26342.82,0.0,0.0005,0.00025,1.0,316.3,69.78
BTC-9JUN23-32000-P,2023-5-18,2023-6-9,32000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-33000-C,2023-5-18,2023-6-9,33000.0,call,26342.82,0.0,0.0005,0.00025,0.0,172.6,79.095
BTC-9JUN23-33000-P,2023-5-18,2023-6-9,33000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-34000-C,2023-5-18,2023-6-9,34000.0,call,26342.82,0.0,0.0005,0.00025,0.0,147.5,87.975
BTC-9JUN23-34000-P,2023-5-18,2023-6-9,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-35000-C,2023-5-18,2023-6-9,35000.0,call,26342.82,0.0,0.0005,0.00025,0.0,310.2,96.48
BTC-9JUN23-35000-P,2023-5-18,2023-6-9,35000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-36000-C,2023-5-18,2023-6-9,36000.0,call,26342.82,0.0,0.0005,0.00025,0.0,72.5,104.63
BTC-9JUN23-36000-P,2023-5-18,2023-6-9,36000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-37000-C,2023-5-18,2023-6-9,37000.0,call,26342.82,0.0,0.0005,0.00025,0.0,4.5,112.46
BTC-9JUN23-37000-P,2023-5-18,2023-6-9,37000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-38000-C,2023-5-18,2023-6-9,38000.0,call,26342.82,0.0,0.0005,0.00025,0.0,13.8,120.0
BTC-9JUN23-38000-P,2023-5-18,2023-6-9,38000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-39000-C,2023-5-18,2023-6-9,39000.0,call,26342.82,0.0,0.0005,0.00025,0.0,20.4,127.285
BTC-9JUN23-39000-P,2023-5-18,2023-6-9,39000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-40000-C,2023-5-18,2023-6-9,40000.0,call,26342.82,0.0,0.0005,0.00025,0.0,4.1,134.315
BTC-9JUN23-40000-P,2023-5-18,2023-6-9,40000.0,put,26342.82,0.0,0.0,0.0,0.1,0.1,0.0
BTC-9JUN23-41000-C,2023-5-18,2023-6-9,41000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,141.115
BTC-9JUN23-41000-P,2023-5-18,2023-6-9,41000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-42000-C,2023-5-18,2023-6-9,42000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,147.705
BTC-9JUN23-42000-P,2023-5-18,2023-6-9,42000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-43000-C,2023-5-18,2023-6-9,43000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,154.09
BTC-9JUN23-43000-P,2023-5-18,2023-6-9,43000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-44000-C,2023-5-18,2023-6-9,44000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,160.295
BTC-9JUN23-44000-P,2023-5-18,2023-6-9,44000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-9JUN23-45000-C,2023-5-18,2023-6-9,45000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.1,166.32
BTC-9JUN23-45000-P,2023-5-18,2023-6-9,45000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-23500-C,2023-6-7,2023-6-10,23500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-23500-P,2023-6-7,2023-6-10,23500.0,put,26342.82,0.0,0.001,0.0005,0.1,0.1,40.085
BTC-10JUN23-24000-C,2023-6-7,2023-6-10,24000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-24000-P,2023-6-7,2023-6-10,24000.0,put,26342.82,0.0005,0.001,0.00075,19.8,19.8,64.005
BTC-10JUN23-24500-C,2023-6-7,2023-6-10,24500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-24500-P,2023-6-7,2023-6-10,24500.0,put,26342.82,0.001,0.002,0.0015,34.0,32.8,60.53
BTC-10JUN23-25000-C,2023-6-7,2023-6-10,25000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-25000-P,2023-6-7,2023-6-10,25000.0,put,26342.82,0.002,0.003,0.0025,13.1,12.6,54.64
BTC-10JUN23-25500-C,2023-6-7,2023-6-10,25500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-25500-P,2023-6-7,2023-6-10,25500.0,put,26342.82,0.004,0.0045,0.00425,27.8,26.1,48.21
BTC-10JUN23-25750-C,2023-6-7,2023-6-10,25750.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-25750-P,2023-6-7,2023-6-10,25750.0,put,26342.82,0.0055,0.0065,0.006,0.0,0.0,46.285
BTC-10JUN23-26000-C,2023-6-7,2023-6-10,26000.0,call,26342.82,0.0,0.0,0.0,20.0,3.9,0.0
BTC-10JUN23-26000-P,2023-6-7,2023-6-10,26000.0,put,26342.82,0.008,0.009,0.0085,54.8,50.8,44.745000000000005
BTC-10JUN23-26250-C,2023-6-7,2023-6-10,26250.0,call,26342.82,0.0165,0.017,0.01675,6.4,6.2,43.245000000000005
BTC-10JUN23-26250-P,2023-6-7,2023-6-10,26250.0,put,26342.82,0.0115,0.0125,0.012,16.6,10.4,43.754999999999995
BTC-10JUN23-26500-C,2023-6-7,2023-6-10,26500.0,call,26342.82,0.0115,0.0125,0.012,22.1,21.6,43.065
BTC-10JUN23-26500-P,2023-6-7,2023-6-10,26500.0,put,26342.82,0.016,0.017,0.0165,75.8,74.5,42.875
BTC-10JUN23-26750-C,2023-6-7,2023-6-10,26750.0,call,26342.82,0.008,0.009,0.0085,51.8,45.9,43.71
BTC-10JUN23-26750-P,2023-6-7,2023-6-10,26750.0,put,26342.82,0.001,0.028,0.0145,8.7,8.3,30.58
BTC-10JUN23-27000-C,2023-6-7,2023-6-10,27000.0,call,26342.82,0.0055,0.006,0.00575,27.7,24.5,43.945
BTC-10JUN23-27000-P,2023-6-7,2023-6-10,27000.0,put,26342.82,0.0,0.0,0.0,1.3,1.0,0.0
BTC-10JUN23-27250-C,2023-6-7,2023-6-10,27250.0,call,26342.82,0.0035,0.0045,0.004,48.6,33.7,45.215
BTC-10JUN23-27250-P,2023-6-7,2023-6-10,27250.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-27500-C,2023-6-7,2023-6-10,27500.0,call,26342.82,0.0025,0.0035,0.003,36.8,16.0,47.754999999999995
BTC-10JUN23-27500-P,2023-6-7,2023-6-10,27500.0,put,26342.82,0.0,0.0,0.0,2.0,2.0,0.0
BTC-10JUN23-27750-C,2023-6-7,2023-6-10,27750.0,call,26342.82,0.002,0.0025,0.0022500000000000003,11.3,6.1,50.16
BTC-10JUN23-27750-P,2023-6-7,2023-6-10,27750.0,put,26342.82,0.0,0.0,0.0,4.0,4.0,0.0
BTC-10JUN23-28000-C,2023-6-7,2023-6-10,28000.0,call,26342.82,0.0015,0.002,0.00175,27.7,13.0,52.79
BTC-10JUN23-28000-P,2023-6-7,2023-6-10,28000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-28500-C,2023-6-7,2023-6-10,28500.0,call,26342.82,0.0005,0.0015,0.001,6.0,5.5,56.025000000000006
BTC-10JUN23-28500-P,2023-6-7,2023-6-10,28500.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-29000-C,2023-6-7,2023-6-10,29000.0,call,26342.82,0.0,0.001,0.0005,7.3,6.1,33.42
BTC-10JUN23-29000-P,2023-6-7,2023-6-10,29000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-29500-C,2023-6-7,2023-6-10,29500.0,call,26342.82,0.0,0.001,0.0005,10.1,5.8,38.185
BTC-10JUN23-29500-P,2023-6-7,2023-6-10,29500.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-10JUN23-30000-C,2023-6-7,2023-6-10,30000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,38.165
BTC-10JUN23-30000-P,2023-6-7,2023-6-10,30000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-14000-C,2023-5-25,2023-6-16,14000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-14000-P,2023-5-25,2023-6-16,14000.0,put,26342.82,0.0,0.0005,0.00025,0.0,1.0,86.385
BTC-16JUN23-15000-C,2023-5-25,2023-6-16,15000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-16JUN23-15000-P,2023-5-25,2023-6-16,15000.0,put,26342.82,0.0,0.0005,0.00025,0.0,0.0,77.74
BTC-16JUN23-16000-C,2023-5-25,2023-6-16,16000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-16000-P,2023-5-25,2023-6-16,16000.0,put,26342.82,0.0,0.0005,0.00025,0.0,0.0,69.62
BTC-16JUN23-17000-C,2023-5-25,2023-6-16,17000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-17000-P,2023-5-25,2023-6-16,17000.0,put,26342.82,0.0,0.0005,0.00025,0.0,12.8,61.95
BTC-16JUN23-18000-C,2023-5-25,2023-6-16,18000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-18000-P,2023-5-25,2023-6-16,18000.0,put,26342.82,0.0,0.0005,0.00025,0.0,34.1,54.675
BTC-16JUN23-19000-C,2023-5-25,2023-6-16,19000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-19000-P,2023-5-25,2023-6-16,19000.0,put,26342.82,0.0,0.0005,0.00025,0.0,40.1,47.735
BTC-16JUN23-20000-C,2023-5-25,2023-6-16,20000.0,call,26342.82,0.0,1.0,0.5,0.0,0.0,499.5
BTC-16JUN23-20000-P,2023-5-25,2023-6-16,20000.0,put,26342.82,0.0,0.0005,0.00025,0.0,43.4,41.08
BTC-16JUN23-21000-C,2023-5-25,2023-6-16,21000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-21000-P,2023-5-25,2023-6-16,21000.0,put,26342.82,0.0,0.001,0.0005,5.1,75.3,38.485
BTC-16JUN23-22000-C,2023-5-25,2023-6-16,22000.0,call,26342.82,0.0,0.0,0.0,1.0,1.0,0.0
BTC-16JUN23-22000-P,2023-5-25,2023-6-16,22000.0,put,26342.82,0.0005,0.0015,0.001,24.6,298.4,62.545
BTC-16JUN23-22500-C,2023-5-25,2023-6-16,22500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-22500-P,2023-5-25,2023-6-16,22500.0,put,26342.82,0.001,0.0015,0.00125,12.2,190.2,58.995000000000005
BTC-16JUN23-23000-C,2023-5-25,2023-6-16,23000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-23000-P,2023-5-25,2023-6-16,23000.0,put,26342.82,0.0015,0.0025,0.002,58.4,259.9,57.305
BTC-16JUN23-23500-C,2023-5-25,2023-6-16,23500.0,call,26342.82,0.0,0.0,0.0,1.0,2.5,0.0
BTC-16JUN23-23500-P,2023-5-25,2023-6-16,23500.0,put,26342.82,0.002,0.003,0.0025,92.7,286.2,52.769999999999996
BTC-16JUN23-24000-C,2023-5-25,2023-6-16,24000.0,call,26342.82,0.074,1.0,0.537,0.0,0.0,499.5
BTC-16JUN23-24000-P,2023-5-25,2023-6-16,24000.0,put,26342.82,0.0035,0.004,0.00375,139.1,602.0,50.465
BTC-16JUN23-24500-C,2023-5-25,2023-6-16,24500.0,call,26342.82,0.055,0.0,0.0275,50.0,51.9,0.0
BTC-16JUN23-24500-P,2023-5-25,2023-6-16,24500.0,put,26342.82,0.005,0.0055,0.0052499999999999995,19.7,553.0,47.04
BTC-16JUN23-25000-C,2023-5-25,2023-6-16,25000.0,call,26342.82,0.0375,1.0,0.51875,0.0,22.4,499.5
BTC-16JUN23-25000-P,2023-5-25,2023-6-16,25000.0,put,26342.82,0.0075,0.0085,0.008,46.1,757.9,44.965
BTC-16JUN23-25500-C,2023-5-25,2023-6-16,25500.0,call,26342.82,0.042,0.057,0.0495,0.5,87.1,48.205
BTC-16JUN23-25500-P,2023-5-25,2023-6-16,25500.0,put,26342.82,0.0115,0.0125,0.012,729.2,793.5,42.915000000000006
BTC-16JUN23-26000-C,2023-5-25,2023-6-16,26000.0,call,26342.82,0.032,0.0355,0.03375,0.2,266.7,41.85
BTC-16JUN23-26000-P,2023-5-25,2023-6-16,26000.0,put,26342.82,0.0175,0.019,0.018250000000000002,286.6,835.1,41.89
BTC-16JUN23-26500-C,2023-5-25,2023-6-16,26500.0,call,26342.82,0.023,0.024,0.0235,194.1,308.6,41.355000000000004
BTC-16JUN23-26500-P,2023-5-25,2023-6-16,26500.0,put,26342.82,0.026,0.0275,0.02675,354.7,886.0,41.085
BTC-16JUN23-27000-C,2023-5-25,2023-6-16,27000.0,call,26342.82,0.0155,0.0165,0.016,268.9,1209.3,41.725
BTC-16JUN23-27000-P,2023-5-25,2023-6-16,27000.0,put,26342.82,0.0305,0.0435,0.037,297.5,532.3,39.155
BTC-16JUN23-27500-C,2023-5-25,2023-6-16,27500.0,call,26342.82,0.0105,0.011,0.01075,133.4,1216.9,42.6
BTC-16JUN23-27500-P,2023-5-25,2023-6-16,27500.0,put,26342.82,0.0475,0.058,0.052750000000000005,2.5,222.3,43.540000000000006
BTC-16JUN23-28000-C,2023-5-25,2023-6-16,28000.0,call,26342.82,0.007,0.0075,0.0072499999999999995,393.3,513.9,43.905
BTC-16JUN23-28000-P,2023-5-25,2023-6-16,28000.0,put,26342.82,0.0575,0.0745,0.066,0.5,66.7,29.43
BTC-16JUN23-28500-C,2023-5-25,2023-6-16,28500.0,call,26342.82,0.0045,0.005,0.00475,166.9,731.5,44.905
BTC-16JUN23-28500-P,2023-5-25,2023-6-16,28500.0,put,26342.82,0.0655,0.0,0.03275,0.0,13.3,0.0
BTC-16JUN23-29000-C,2023-5-25,2023-6-16,29000.0,call,26342.82,0.003,0.004,0.0035,289.6,717.6,47.43
BTC-16JUN23-29000-P,2023-5-25,2023-6-16,29000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-16JUN23-29500-C,2023-5-28,2023-6-16,29500.0,call,26342.82,0.002,0.003,0.0025,199.0,612.1,49.325
BTC-16JUN23-29500-P,2023-5-28,2023-6-16,29500.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-30000-C,2023-5-25,2023-6-16,30000.0,call,26342.82,0.0015,0.002,0.00175,36.2,901.0,50.96
BTC-16JUN23-30000-P,2023-5-25,2023-6-16,30000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-30500-C,2023-5-29,2023-6-16,30500.0,call,26342.82,0.001,0.002,0.0015,48.2,293.2,54.165
BTC-16JUN23-30500-P,2023-5-29,2023-6-16,30500.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-31000-C,2023-5-25,2023-6-16,31000.0,call,26342.82,0.0005,0.0015,0.001,38.9,576.1,54.489999999999995
BTC-16JUN23-31000-P,2023-5-25,2023-6-16,31000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-32000-C,2023-5-25,2023-6-16,32000.0,call,26342.82,0.0005,0.001,0.00075,25.0,383.4,60.96
BTC-16JUN23-32000-P,2023-5-25,2023-6-16,32000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-33000-C,2023-5-25,2023-6-16,33000.0,call,26342.82,0.0,0.001,0.0005,19.2,352.7,36.255
BTC-16JUN23-33000-P,2023-5-25,2023-6-16,33000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-34000-C,2023-5-25,2023-6-16,34000.0,call,26342.82,0.0,0.0005,0.00025,6.0,319.0,36.49
BTC-16JUN23-34000-P,2023-5-25,2023-6-16,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-35000-C,2023-5-25,2023-6-16,35000.0,call,26342.82,0.0,0.0005,0.00025,0.0,71.1,40.03
BTC-16JUN23-35000-P,2023-5-25,2023-6-16,35000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-36000-C,2023-5-25,2023-6-16,36000.0,call,26342.82,0.0,0.0005,0.00025,0.0,104.5,43.43
BTC-16JUN23-36000-P,2023-5-25,2023-6-16,36000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-37000-C,2023-5-25,2023-6-16,37000.0,call,26342.82,0.0,0.0005,0.00025,0.0,59.7,46.695
BTC-16JUN23-37000-P,2023-5-25,2023-6-16,37000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-38000-C,2023-5-25,2023-6-16,38000.0,call,26342.82,0.0,0.0005,0.00025,0.0,21.5,49.84
BTC-16JUN23-38000-P,2023-5-25,2023-6-16,38000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-39000-C,2023-5-25,2023-6-16,39000.0,call,26342.82,0.0,0.0005,0.00025,0.0,17.0,52.875
BTC-16JUN23-39000-P,2023-5-25,2023-6-16,39000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-40000-C,2023-5-25,2023-6-16,40000.0,call,26342.82,0.0,0.0005,0.00025,0.0,79.1,55.805
BTC-16JUN23-40000-P,2023-5-25,2023-6-16,40000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-41000-C,2023-5-25,2023-6-16,41000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,58.64
BTC-16JUN23-41000-P,2023-5-25,2023-6-16,41000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-42000-C,2023-5-25,2023-6-16,42000.0,call,26342.82,0.0,0.0005,0.00025,0.0,0.0,61.39
BTC-16JUN23-42000-P,2023-5-25,2023-6-16,42000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-43000-C,2023-5-25,2023-6-16,43000.0,call,26342.82,0.0,0.0005,0.00025,0.0,3.0,64.05
BTC-16JUN23-43000-P,2023-5-25,2023-6-16,43000.0,put,26342.82,0.0005,0.0,0.00025,0.0,21.5,0.0
BTC-16JUN23-44000-C,2023-5-25,2023-6-16,44000.0,call,26342.82,0.0,0.0005,0.00025,0.0,50.3,66.635
BTC-16JUN23-44000-P,2023-5-25,2023-6-16,44000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-16JUN23-45000-C,2023-5-29,2023-6-16,45000.0,call,26342.82,0.0,0.0005,0.00025,0.1,0.1,69.145
BTC-16JUN23-45000-P,2023-5-29,2023-6-16,45000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-14000-C,2023-6-1,2023-6-23,14000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-14000-P,2023-6-1,2023-6-23,14000.0,put,26342.82,0.0,0.0005,0.00025,0.0,0.0,63.925
BTC-23JUN23-15000-C,2023-6-1,2023-6-23,15000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-15000-P,2023-6-1,2023-6-23,15000.0,put,26342.82,0.0,0.0005,0.00025,0.0,0.0,57.53
BTC-23JUN23-16000-C,2023-6-1,2023-6-23,16000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-16000-P,2023-6-1,2023-6-23,16000.0,put,26342.82,0.0,0.0005,0.00025,0.0,4.0,51.52
BTC-23JUN23-17000-C,2023-6-1,2023-6-23,17000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-17000-P,2023-6-1,2023-6-23,17000.0,put,26342.82,0.0,0.0005,0.00025,0.0,0.0,45.845
BTC-23JUN23-18000-C,2023-6-1,2023-6-23,18000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-18000-P,2023-6-1,2023-6-23,18000.0,put,26342.82,0.0,0.001,0.0005,0.0,35.0,44.53
BTC-23JUN23-19000-C,2023-6-1,2023-6-23,19000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-19000-P,2023-6-1,2023-6-23,19000.0,put,26342.82,0.0005,0.001,0.00075,0.0,10.8,74.295
BTC-23JUN23-20000-C,2023-6-1,2023-6-23,20000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-20000-P,2023-6-1,2023-6-23,20000.0,put,26342.82,0.0005,0.0015,0.001,20.0,36.9,66.34
BTC-23JUN23-21000-C,2023-6-1,2023-6-23,21000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-21000-P,2023-6-1,2023-6-23,21000.0,put,26342.82,0.0015,0.002,0.00175,15.7,30.2,62.685
BTC-23JUN23-22000-C,2023-6-1,2023-6-23,22000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-22000-P,2023-6-1,2023-6-23,22000.0,put,26342.82,0.002,0.003,0.0025,4.6,53.4,55.735
BTC-23JUN23-22500-C,2023-6-1,2023-6-23,22500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-22500-P,2023-6-1,2023-6-23,22500.0,put,26342.82,0.003,0.0035,0.0032500000000000003,5.2,75.1,53.315
BTC-23JUN23-23000-C,2023-6-1,2023-6-23,23000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-23000-P,2023-6-1,2023-6-23,23000.0,put,26342.82,0.004,0.0045,0.00425,30.0,102.6,50.845
BTC-23JUN23-23500-C,2023-6-1,2023-6-23,23500.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-23JUN23-23500-P,2023-6-1,2023-6-23,23500.0,put,26342.82,0.005,0.006,0.0055,10.2,63.6,48.175
BTC-23JUN23-24000-C,2023-6-1,2023-6-23,24000.0,call,26342.82,0.074,0.0,0.037,0.0,0.0,0.0
BTC-23JUN23-24000-P,2023-6-1,2023-6-23,24000.0,put,26342.82,0.007,0.008,0.0075,10.0,116.0,46.285
BTC-23JUN23-24500-C,2023-6-1,2023-6-23,24500.0,call,26342.82,0.055,0.0,0.0275,0.0,0.0,0.0
BTC-23JUN23-24500-P,2023-6-1,2023-6-23,24500.0,put,26342.82,0.0095,0.01,0.00975,86.7,294.8,43.629999999999995
BTC-23JUN23-25000-C,2023-6-1,2023-6-23,25000.0,call,26342.82,0.0375,0.0,0.01875,0.0,0.1,0.0
BTC-23JUN23-25000-P,2023-6-1,2023-6-23,25000.0,put,26342.82,0.013,0.014,0.0135,62.1,187.2,42.155
BTC-23JUN23-25500-C,2023-6-1,2023-6-23,25500.0,call,26342.82,0.0185,0.0,0.00925,1.0,85.2,0.0
BTC-23JUN23-25500-P,2023-6-1,2023-6-23,25500.0,put,26342.82,0.018,0.019,0.0185,15.2,138.5,40.785
BTC-23JUN23-26000-C,2023-6-1,2023-6-23,26000.0,call,26342.82,0.0405,0.0435,0.041999999999999996,4.8,66.4,41.315
