instrumentName,lastTradeDate,expiryDate,strike,optionType,spotPrice,bid,ask,mid,volume,openInterest,DerebitIV
BTC-29SEP23-36000-P,2023-3-29,2023-9-29,36000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29SEP23-37000-C,2023-4-11,2023-9-29,37000.0,call,26342.82,0.0135,0.015,0.014249999999999999,11.5,176.5,46.47
BTC-29SEP23-37000-P,2023-4-11,2023-9-29,37000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29SEP23-38000-C,2023-3-29,2023-9-29,38000.0,call,26342.82,0.012,0.0135,0.012750000000000001,86.8,393.9,47.614999999999995
BTC-29SEP23-38000-P,2023-3-29,2023-9-29,38000.0,put,26342.82,0.0,0.0,0.0,0.0,5.0,0.0
BTC-29SEP23-40000-C,2022-9-29,2023-9-29,40000.0,call,26342.82,0.01,0.011,0.010499999999999999,50.7,2493.1,49.959999999999994
BTC-29SEP23-40000-P,2022-9-29,2023-9-29,40000.0,put,26342.82,0.001,0.0,0.0005,0.0,0.1,0.0
BTC-29SEP23-45000-C,2022-10-26,2023-9-29,45000.0,call,26342.82,0.006,0.007,0.006500000000000001,77.7,2375.4,54.515
BTC-29SEP23-45000-P,2022-10-26,2023-9-29,45000.0,put,26342.82,0.638,0.7755,0.70675,0.0,250.0,53.53
BTC-29SEP23-50000-C,2023-1-13,2023-9-29,50000.0,call,26342.82,0.004,0.005,0.0045000000000000005,5.0,1486.4,58.79
BTC-29SEP23-50000-P,2023-1-13,2023-9-29,50000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29SEP23-55000-C,2023-1-14,2023-9-29,55000.0,call,26342.82,0.003,0.004,0.0035,8.0,872.3,63.11
BTC-29SEP23-55000-P,2023-1-14,2023-9-29,55000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29SEP23-60000-C,2022-9-29,2023-9-29,60000.0,call,26342.82,0.0025,0.003,0.00275,11.7,3815.6,66.765
BTC-29SEP23-60000-P,2022-9-29,2023-9-29,60000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29SEP23-65000-C,2023-3-14,2023-9-29,65000.0,call,26342.82,0.0015,0.0025,0.002,0.0,251.4,68.89
BTC-29SEP23-65000-P,2023-3-14,2023-9-29,65000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29SEP23-70000-C,2023-3-19,2023-9-29,70000.0,call,26342.82,0.001,0.002,0.0015,0.0,416.8,70.845
BTC-29SEP23-70000-P,2023-3-19,2023-9-29,70000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29SEP23-80000-C,2022-9-29,2023-9-29,80000.0,call,26342.82,0.0005,0.0015,0.001,0.0,1266.2,74.89
BTC-29SEP23-80000-P,2022-9-29,2023-9-29,80000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29DEC23-5000-C,2022-12-29,2023-12-29,5000.0,call,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29DEC23-5000-P,2022-12-29,2023-12-29,5000.0,put,26342.82,0.001,0.0015,0.00125,5.0,2752.0,98.88
BTC-29DEC23-10000-C,2022-12-29,2023-12-29,10000.0,call,26342.82,0.0,0.0,0.0,0.0,0.4,0.0
BTC-29DEC23-10000-P,2022-12-29,2023-12-29,10000.0,put,26342.82,0.0035,0.0045,0.004,0.0,896.4,70.945
BTC-29DEC23-11000-C,2022-12-29,2023-12-29,11000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-11000-P,2022-12-29,2023-12-29,11000.0,put,26342.82,0.004,0.006,0.005,0.0,125.7,67.22
BTC-29DEC23-12000-C,2022-12-29,2023-12-29,12000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-12000-P,2022-12-29,2023-12-29,12000.0,put,26342.82,0.0055,0.007,0.00625,0.0,170.1,64.08
BTC-29DEC23-13000-C,2022-12-29,2023-12-29,13000.0,call,26342.82,0.0,0.0,0.0,0.0,4.1,0.0
BTC-29DEC23-13000-P,2022-12-29,2023-12-29,13000.0,put,26342.82,0.007,0.0085,0.00775,0.0,106.1,61.095
BTC-29DEC23-14000-C,2022-12-29,2023-12-29,14000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-14000-P,2022-12-29,2023-12-29,14000.0,put,26342.82,0.0085,0.0105,0.009500000000000001,0.0,133.5,58.21
BTC-29DEC23-15000-C,2022-12-29,2023-12-29,15000.0,call,26342.82,0.0,0.0,0.0,0.0,8.0,0.0
BTC-29DEC23-15000-P,2022-12-29,2023-12-29,15000.0,put,26342.82,0.011,0.013,0.012,0.5,483.2,56.025000000000006
BTC-29DEC23-16000-C,2022-12-29,2023-12-29,16000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-16000-P,2022-12-29,2023-12-29,16000.0,put,26342.82,0.014,0.016,0.015,0.0,338.9,53.93
BTC-29DEC23-17000-C,2022-12-29,2023-12-29,17000.0,call,26342.82,0.0,0.0,0.0,0.0,22.4,0.0
BTC-29DEC23-17000-P,2022-12-29,2023-12-29,17000.0,put,26342.82,0.0175,0.0195,0.018500000000000003,0.0,150.3,51.855000000000004
BTC-29DEC23-18000-C,2022-12-29,2023-12-29,18000.0,call,26342.82,0.2,0.0,0.1,0.0,3.9,0.0
BTC-29DEC23-18000-P,2022-12-29,2023-12-29,18000.0,put,26342.82,0.0215,0.0235,0.0225,0.2,108.7,49.754999999999995
BTC-29DEC23-19000-C,2022-12-29,2023-12-29,19000.0,call,26342.82,0.0,0.45,0.225,0.0,11.9,57.58
BTC-29DEC23-19000-P,2022-12-29,2023-12-29,19000.0,put,26342.82,0.0275,0.029,0.02825,0.0,253.6,48.4
BTC-29DEC23-20000-C,2022-12-29,2023-12-29,20000.0,call,26342.82,0.255,0.316,0.2855,0.0,408.5,43.52
BTC-29DEC23-20000-P,2022-12-29,2023-12-29,20000.0,put,26342.82,0.0335,0.036,0.03475,5.2,613.6,46.91
BTC-29DEC23-21000-C,2023-1-9,2023-12-29,21000.0,call,26342.82,0.0,0.0,0.0,0.0,61.0,0.0
BTC-29DEC23-21000-P,2023-1-9,2023-12-29,21000.0,put,26342.82,0.042,0.0445,0.04325,7.1,196.1,45.905
BTC-29DEC23-22000-C,2023-1-12,2023-12-29,22000.0,call,26342.82,0.0,0.3645,0.18225,0.0,25.6,50.405
BTC-29DEC23-22000-P,2023-1-12,2023-12-29,22000.0,put,26342.82,0.051,0.0545,0.05275,5.1,441.9,44.754999999999995
BTC-29DEC23-23000-C,2023-1-13,2023-12-29,23000.0,call,26342.82,0.0,0.0,0.0,3.0,120.0,0.0
BTC-29DEC23-23000-P,2023-1-13,2023-12-29,23000.0,put,26342.82,0.063,0.0665,0.06475,1.0,497.4,44.07
BTC-29DEC23-24000-C,2023-1-14,2023-12-29,24000.0,call,26342.82,0.1605,0.202,0.18125000000000002,0.0,637.3,43.985
BTC-29DEC23-24000-P,2023-1-14,2023-12-29,24000.0,put,26342.82,0.0765,0.08,0.07825,1.0,355.7,43.34
BTC-29DEC23-25000-C,2022-12-29,2023-12-29,25000.0,call,26342.82,0.1525,0.161,0.15675,0.0,837.5,42.489999999999995
BTC-29DEC23-25000-P,2022-12-29,2023-12-29,25000.0,put,26342.82,0.092,0.096,0.094,0.0,580.1,42.825
BTC-29DEC23-26000-C,2023-1-21,2023-12-29,26000.0,call,26342.82,0.1365,0.141,0.13874999999999998,0.0,196.9,42.665
BTC-29DEC23-26000-P,2023-1-21,2023-12-29,26000.0,put,26342.82,0.1105,0.114,0.11225,6.5,164.9,42.58
BTC-29DEC23-27000-C,2023-1-21,2023-12-29,27000.0,call,26342.82,0.12,0.123,0.1215,0.0,154.3,42.485
BTC-29DEC23-27000-P,2023-1-21,2023-12-29,27000.0,put,26342.82,0.129,0.1355,0.13225,5.0,257.2,42.33
BTC-29DEC23-28000-C,2023-1-21,2023-12-29,28000.0,call,26342.82,0.105,0.1075,0.10625,0.0,194.8,42.4
BTC-29DEC23-28000-P,2023-1-21,2023-12-29,28000.0,put,26342.82,0.151,0.1585,0.15475,0.0,49.8,42.345
BTC-29DEC23-29000-C,2023-2-16,2023-12-29,29000.0,call,26342.82,0.092,0.0945,0.09325,0.5,242.9,42.54
BTC-29DEC23-29000-P,2023-2-16,2023-12-29,29000.0,put,26342.82,0.1755,0.1835,0.1795,0.0,31.5,42.585
BTC-29DEC23-30000-C,2022-12-29,2023-12-29,30000.0,call,26342.82,0.081,0.0835,0.08225,13.7,2170.6,42.855000000000004
BTC-29DEC23-30000-P,2022-12-29,2023-12-29,30000.0,put,26342.82,0.0195,0.269,0.14425000000000002,0.0,97.2,32.075
BTC-29DEC23-31000-C,2023-3-14,2023-12-29,31000.0,call,26342.82,0.0715,0.074,0.07275,0.0,567.7,43.239999999999995
BTC-29DEC23-31000-P,2023-3-14,2023-12-29,31000.0,put,26342.82,0.0195,0.0,0.00975,0.0,23.1,0.0
BTC-29DEC23-32000-C,2023-3-18,2023-12-29,32000.0,call,26342.82,0.0635,0.0655,0.0645,2.5,182.2,43.65
BTC-29DEC23-32000-P,2023-3-18,2023-12-29,32000.0,put,26342.82,0.0195,0.0,0.00975,0.0,17.6,0.0
BTC-29DEC23-33000-C,2023-3-19,2023-12-29,33000.0,call,26342.82,0.056,0.058,0.057,75.0,809.7,43.965
BTC-29DEC23-33000-P,2023-3-19,2023-12-29,33000.0,put,26342.82,0.0195,0.0,0.00975,0.0,3.1,0.0
BTC-29DEC23-34000-C,2023-3-22,2023-12-29,34000.0,call,26342.82,0.05,0.052,0.051000000000000004,44.2,1568.3,44.5
BTC-29DEC23-34000-P,2023-3-22,2023-12-29,34000.0,put,26342.82,0.0195,0.0,0.00975,0.0,2.8,0.0
BTC-29DEC23-35000-C,2022-12-29,2023-12-29,35000.0,call,26342.82,0.045,0.047,0.046,59.5,2188.7,45.129999999999995
BTC-29DEC23-35000-P,2022-12-29,2023-12-29,35000.0,put,26342.82,0.0195,0.0,0.00975,0.0,37.2,0.0
BTC-29DEC23-36000-C,2023-3-29,2023-12-29,36000.0,call,26342.82,0.0405,0.0425,0.0415,22.6,343.3,45.705
BTC-29DEC23-36000-P,2023-3-29,2023-12-29,36000.0,put,26342.82,0.0195,0.0,0.00975,0.0,0.0,0.0
BTC-29DEC23-37000-C,2023-3-30,2023-12-29,37000.0,call,26342.82,0.0365,0.0385,0.0375,0.0,289.7,46.260000000000005
BTC-29DEC23-37000-P,2023-3-30,2023-12-29,37000.0,put,26342.82,0.0195,0.0,0.00975,0.0,0.4,0.0
BTC-29DEC23-38000-C,2023-4-11,2023-12-29,38000.0,call,26342.82,0.0335,0.035,0.03425,30.0,166.2,46.925
BTC-29DEC23-38000-P,2023-4-11,2023-12-29,38000.0,put,26342.82,0.0195,0.0,0.00975,0.0,0.2,0.0
BTC-29DEC23-39000-C,2023-4-11,2023-12-29,39000.0,call,26342.82,0.031,0.032,0.0315,10.1,46.9,47.644999999999996
BTC-29DEC23-39000-P,2023-4-11,2023-12-29,39000.0,put,26342.82,0.0195,0.0,0.00975,0.0,0.0,0.0
BTC-29DEC23-40000-C,2022-12-29,2023-12-29,40000.0,call,26342.82,0.028,0.0295,0.028749999999999998,163.5,1637.4,48.18
BTC-29DEC23-40000-P,2022-12-29,2023-12-29,40000.0,put,26342.82,0.0195,0.0,0.00975,0.0,11.7,0.0
BTC-29DEC23-45000-C,2023-1-13,2023-12-29,45000.0,call,26342.82,0.0195,0.021,0.02025,49.4,1230.9,51.65
BTC-29DEC23-45000-P,2023-1-13,2023-12-29,45000.0,put,26342.82,0.0195,0.0,0.00975,0.0,24.6,0.0
BTC-29DEC23-50000-C,2023-1-13,2023-12-29,50000.0,call,26342.82,0.0145,0.016,0.01525,5.1,1606.4,54.879999999999995
BTC-29DEC23-50000-P,2023-1-13,2023-12-29,50000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29DEC23-55000-C,2023-1-13,2023-12-29,55000.0,call,26342.82,0.0115,0.0125,0.012,0.3,769.8,57.81
BTC-29DEC23-55000-P,2023-1-13,2023-12-29,55000.0,put,26342.82,0.0,0.0,0.0,0.0,0.2,0.0
BTC-29DEC23-60000-C,2022-12-29,2023-12-29,60000.0,call,26342.82,0.0095,0.0105,0.01,0.0,1222.0,60.730000000000004
BTC-29DEC23-60000-P,2022-12-29,2023-12-29,60000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29DEC23-65000-C,2023-1-20,2023-12-29,65000.0,call,26342.82,0.008,0.0085,0.00825,0.2,1760.6,63.019999999999996
BTC-29DEC23-65000-P,2023-1-20,2023-12-29,65000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-70000-C,2023-1-29,2023-12-29,70000.0,call,26342.82,0.006,0.0075,0.00675,0.3,284.8,64.775
BTC-29DEC23-70000-P,2023-1-29,2023-12-29,70000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-75000-C,2023-3-17,2023-12-29,75000.0,call,26342.82,0.005,0.0065,0.00575,0.0,69.1,66.645
BTC-29DEC23-75000-P,2023-3-17,2023-12-29,75000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-80000-C,2023-1-13,2023-12-29,80000.0,call,26342.82,0.004,0.006,0.005,0.0,186.4,68.375
BTC-29DEC23-80000-P,2023-1-13,2023-12-29,80000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29DEC23-100000-C,2023-2-16,2023-12-29,100000.0,call,26342.82,0.002,0.0035,0.00275,0.0,476.1,73.08500000000001
BTC-29DEC23-100000-P,2023-2-16,2023-12-29,100000.0,put,26342.82,0.0,0.0,0.0,0.0,0.4,0.0
BTC-29MAR24-10000-C,2023-3-30,2024-3-29,10000.0,call,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29MAR24-10000-P,2023-3-30,2024-3-29,10000.0,put,26342.82,0.006,0.008,0.007,2.0,98.2,66.10499999999999
BTC-29MAR24-15000-C,2023-3-30,2024-3-29,15000.0,call,26342.82,0.0,0.0,0.0,0.0,5.2,0.0
BTC-29MAR24-15000-P,2023-3-30,2024-3-29,15000.0,put,26342.82,0.0185,0.021,0.01975,0.5,169.0,54.004999999999995
BTC-29MAR24-18000-C,2023-5-12,2024-3-29,18000.0,call,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29MAR24-18000-P,2023-5-12,2024-3-29,18000.0,put,26342.82,0.0335,0.038,0.035750000000000004,0.0,20.4,49.54
BTC-29MAR24-19000-C,2023-3-30,2024-3-29,19000.0,call,26342.82,0.0,0.0,0.0,0.0,0.2,0.0
BTC-29MAR24-19000-P,2023-3-30,2024-3-29,19000.0,put,26342.82,0.041,0.045,0.043,0.0,37.6,48.295
BTC-29MAR24-20000-C,2023-3-30,2024-3-29,20000.0,call,26342.82,0.0,0.7,0.35,0.0,1.8,103.785
BTC-29MAR24-20000-P,2023-3-30,2024-3-29,20000.0,put,26342.82,0.0495,0.0545,0.052000000000000005,3.0,44.9,47.405
BTC-29MAR24-21000-C,2023-3-30,2024-3-29,21000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-21000-P,2023-3-30,2024-3-29,21000.0,put,26342.82,0.06,0.0645,0.06225,6.0,21.7,46.575
BTC-29MAR24-22000-C,2023-3-30,2024-3-29,22000.0,call,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-22000-P,2023-3-30,2024-3-29,22000.0,put,26342.82,0.0715,0.077,0.07425,12.0,23.8,45.945
BTC-29MAR24-23000-C,2023-3-30,2024-3-29,23000.0,call,26342.82,0.0,0.0,0.0,3.0,3.0,0.0
BTC-29MAR24-23000-P,2023-3-30,2024-3-29,23000.0,put,26342.82,0.085,0.0905,0.08775,8.1,35.6,45.385
BTC-29MAR24-24000-C,2023-3-30,2024-3-29,24000.0,call,26342.82,0.0,0.0,0.0,0.0,1.8,0.0
BTC-29MAR24-24000-P,2023-3-30,2024-3-29,24000.0,put,26342.82,0.1005,0.1065,0.10350000000000001,0.0,15.5,45.11
BTC-29MAR24-25000-C,2023-3-30,2024-3-29,25000.0,call,26342.82,0.1885,0.229,0.20875,0.0,1.3,49.67
BTC-29MAR24-25000-P,2023-3-30,2024-3-29,25000.0,put,26342.82,0.117,0.123,0.12,0.1,45.7,44.629999999999995
BTC-29MAR24-26000-C,2023-3-30,2024-3-29,26000.0,call,26342.82,0.1705,0.1775,0.174,4.7,36.2,44.515
BTC-29MAR24-26000-P,2023-3-30,2024-3-29,26000.0,put,26342.82,0.1365,0.142,0.13924999999999998,3.0,47.7,44.555
BTC-29MAR24-27000-C,2023-3-30,2024-3-29,27000.0,call,26342.82,0.154,0.1605,0.15725,0.0,21.5,44.36
BTC-29MAR24-27000-P,2023-3-30,2024-3-29,27000.0,put,26342.82,0.1555,0.1625,0.159,10.0,31.7,44.230000000000004
BTC-29MAR24-28000-C,2023-3-30,2024-3-29,28000.0,call,26342.82,0.1395,0.145,0.14225,12.0,29.3,44.33
BTC-29MAR24-28000-P,2023-3-30,2024-3-29,28000.0,put,26342.82,0.1775,0.185,0.18125,1.2,30.0,44.239999999999995
BTC-29MAR24-29000-C,2023-3-30,2024-3-29,29000.0,call,26342.82,0.1265,0.1315,0.129,0.1,16.3,44.43
BTC-29MAR24-29000-P,2023-3-30,2024-3-29,29000.0,put,26342.82,0.201,0.2095,0.20525,0.0,28.0,44.375
BTC-29MAR24-30000-C,2023-3-30,2024-3-29,30000.0,call,26342.82,0.1145,0.1195,0.11699999999999999,0.1,227.9,44.55
BTC-29MAR24-30000-P,2023-3-30,2024-3-29,30000.0,put,26342.82,0.226,0.235,0.23049999999999998,1.5,29.8,44.53
BTC-29MAR24-31000-C,2023-3-30,2024-3-29,31000.0,call,26342.82,0.104,0.1085,0.10625,0.0,10.3,44.715
BTC-29MAR24-31000-P,2023-3-30,2024-3-29,31000.0,put,26342.82,0.0,0.0,0.0,0.0,14.0,0.0
BTC-29MAR24-32000-C,2023-3-30,2024-3-29,32000.0,call,26342.82,0.095,0.0995,0.09725,0.0,23.4,45.084999999999994
BTC-29MAR24-32000-P,2023-3-30,2024-3-29,32000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29MAR24-33000-C,2023-3-30,2024-3-29,33000.0,call,26342.82,0.0865,0.091,0.08875,0.0,34.7,45.345
BTC-29MAR24-33000-P,2023-3-30,2024-3-29,33000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-34000-C,2023-3-30,2024-3-29,34000.0,call,26342.82,0.0795,0.083,0.08125,0.1,5.5,45.66
BTC-29MAR24-34000-P,2023-3-30,2024-3-29,34000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29MAR24-35000-C,2023-3-30,2024-3-29,35000.0,call,26342.82,0.075,0.0765,0.07575,0.0,106.4,46.355000000000004
BTC-29MAR24-35000-P,2023-3-30,2024-3-29,35000.0,put,26342.82,0.0,0.0,0.0,0.0,1.0,0.0
BTC-29MAR24-36000-C,2023-3-30,2024-3-29,36000.0,call,26342.82,0.067,0.0705,0.06875,0.1,46.2,46.394999999999996
BTC-29MAR24-36000-P,2023-3-30,2024-3-29,36000.0,put,26342.82,0.0,0.0,0.0,0.0,1.8,0.0
BTC-29MAR24-37000-C,2023-3-30,2024-3-29,37000.0,call,26342.82,0.063,0.065,0.064,1.1,79.0,46.955
BTC-29MAR24-37000-P,2023-3-30,2024-3-29,37000.0,put,26342.82,0.0,0.0,0.0,0.0,6.5,0.0
BTC-29MAR24-38000-C,2023-3-30,2024-3-29,38000.0,call,26342.82,0.059,0.0605,0.05975,0.0,12.4,47.52
BTC-29MAR24-38000-P,2023-3-30,2024-3-29,38000.0,put,26342.82,0.0,0.0,0.0,0.0,0.4,0.0
BTC-29MAR24-39000-C,2023-4-11,2024-3-29,39000.0,call,26342.82,0.053,0.056,0.0545,0.0,29.8,47.595
BTC-29MAR24-39000-P,2023-4-11,2024-3-29,39000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-40000-C,2023-3-30,2024-3-29,40000.0,call,26342.82,0.0515,0.0525,0.052,0.2,371.7,48.474999999999994
BTC-29MAR24-40000-P,2023-3-30,2024-3-29,40000.0,put,26342.82,0.0,0.0,0.0,0.0,0.1,0.0
BTC-29MAR24-41000-C,2023-4-14,2024-3-29,41000.0,call,26342.82,0.0455,0.049,0.04725,0.0,29.1,48.425
BTC-29MAR24-41000-P,2023-4-14,2024-3-29,41000.0,put,26342.82,0.0,0.0,0.0,0.0,2.0,0.0
BTC-29MAR24-45000-C,2023-3-30,2024-3-29,45000.0,call,26342.82,0.0345,0.039,0.036750000000000005,2.0,169.8,50.22
BTC-29MAR24-45000-P,2023-3-30,2024-3-29,45000.0,put,26342.82,0.129,0.0,0.0645,0.0,40.7,0.0
BTC-29MAR24-50000-C,2023-3-30,2024-3-29,50000.0,call,26342.82,0.0265,0.0305,0.028499999999999998,0.0,3462.6,52.644999999999996
BTC-29MAR24-50000-P,2023-3-30,2024-3-29,50000.0,put,26342.82,0.159,0.0,0.0795,0.0,34.2,0.0
BTC-29MAR24-55000-C,2023-3-30,2024-3-29,55000.0,call,26342.82,0.0215,0.0245,0.023,0.0,265.2,54.935
BTC-29MAR24-55000-P,2023-3-30,2024-3-29,55000.0,put,26342.82,0.191,0.0,0.0955,0.0,46.0,0.0
BTC-29MAR24-60000-C,2023-3-30,2024-3-29,60000.0,call,26342.82,0.017,0.021,0.019000000000000003,0.0,226.6,56.955
BTC-29MAR24-60000-P,2023-3-30,2024-3-29,60000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-65000-C,2023-3-30,2024-3-29,65000.0,call,26342.82,0.0145,0.018,0.01625,0.0,3080.6,58.99
BTC-29MAR24-65000-P,2023-3-30,2024-3-29,65000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-70000-C,2023-3-30,2024-3-29,70000.0,call,26342.82,0.0125,0.0155,0.014,0.0,241.7,60.75
BTC-29MAR24-70000-P,2023-3-30,2024-3-29,70000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-75000-C,2023-3-30,2024-3-29,75000.0,call,26342.82,0.011,0.0145,0.012750000000000001,0.0,55.5,62.81
BTC-29MAR24-75000-P,2023-3-30,2024-3-29,75000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-80000-C,2023-3-30,2024-3-29,80000.0,call,26342.82,0.0095,0.012,0.01075,0.0,265.2,63.81
BTC-29MAR24-80000-P,2023-3-30,2024-3-29,80000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-85000-C,2023-3-30,2024-3-29,85000.0,call,26342.82,0.008,0.0115,0.00975,0.0,71.6,65.315
BTC-29MAR24-85000-P,2023-3-30,2024-3-29,85000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-90000-C,2023-4-11,2024-3-29,90000.0,call,26342.82,0.007,0.01,0.0085,0.0,1.9,66.28999999999999
BTC-29MAR24-90000-P,2023-4-11,2024-3-29,90000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-100000-C,2023-3-30,2024-3-29,100000.0,call,26342.82,0.005,0.0075,0.00625,0.0,59.4,67.48
BTC-29MAR24-100000-P,2023-3-30,2024-3-29,100000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
BTC-29MAR24-120000-C,2023-3-30,2024-3-29,120000.0,call,26342.82,0.004,0.0055,0.00475,0.0,100.7,71.99000000000001
BTC-29MAR24-120000-P,2023-3-30,2024-3-29,120000.0,put,26342.82,0.0,0.0,0.0,0.0,0.0,0.0
